"2022-11-29 21:16:38pm "," update "," UPDATE vendor SET `last_login` = '2022-11-29 21:16:38' WHERE 1=1  and vendor_id = '1' "," ::1 "," URL: http://localhost/MultiVendor/login-check "," R: http://localhost/MultiVendor/admin"
"2022-11-29 21:58:33pm "," update "," UPDATE product_details SET `view_count` = 3 WHERE 1=1  and product_id = '48' "," ::1 "," URL: http://localhost/MultiVendor/product-detail/men-black-slim-fit-mid-rise-clean-look-stretchable-jeans-black-30-vne98q7y-48 "," R: http://localhost/MultiVendor/shop"
"2022-11-29 21:59:05pm "," insert "," INSERT INTO parent_product_listing(`vendor_id`, `parent_name`, `variant_code`, `is_active`) VALUES('2', 'Men Slim Fit Mid-Rise Stretchable Jeans-Roadster', 'xhOfSq', 1) "," ::1 "," URL: http://localhost/MultiVendor/submit-parent-product "," R: http://localhost/MultiVendor/add-parent-product"
"2022-11-29 21:59:11pm "," update "," UPDATE product_details SET `variant_code` = 'xhOfSq', `parent_product_id` = '9' WHERE 1=1  and product_id = '48' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/9"
"2022-11-29 21:59:11pm "," update "," UPDATE product_elements_attributes SET `variant_code` = 'xhOfSq', `parent_product_id` = '9' WHERE 1=1  and product_id = '48' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/9"
"2022-11-29 21:59:14pm "," update "," UPDATE product_details SET `variant_code` = 'xhOfSq', `parent_product_id` = '9' WHERE 1=1  and product_id = '49' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/9"
"2022-11-29 21:59:14pm "," update "," UPDATE product_elements_attributes SET `variant_code` = 'xhOfSq', `parent_product_id` = '9' WHERE 1=1  and product_id = '49' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/9"
"2022-11-29 21:59:15pm "," update "," UPDATE product_details SET `variant_code` = 'xhOfSq', `parent_product_id` = '9' WHERE 1=1  and product_id = '51' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/9"
"2022-11-29 21:59:15pm "," update "," UPDATE product_elements_attributes SET `variant_code` = 'xhOfSq', `parent_product_id` = '9' WHERE 1=1  and product_id = '51' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/9"
"2022-11-29 21:59:59pm "," update "," UPDATE product_details SET `variant_code` = NULL, `parent_product_id` = NULL WHERE 1=1  and product_id = '51' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/removeVarientProduct "," R: http://localhost/MultiVendor/edit-parent-product/9"
"2022-11-29 21:59:59pm "," update "," UPDATE product_elements_attributes SET `variant_code` = NULL, `parent_product_id` = NULL WHERE 1=1  and product_id = '51' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/removeVarientProduct "," R: http://localhost/MultiVendor/edit-parent-product/9"
